loc_rowid,pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist
16995,Kepler-1900 b,Kepler-1900,1,Transit,2021,2.98622990,,0.145,,,,6173.00,1.04,1.10,,1540.4300000
17002,Kepler-1901 b,Kepler-1901,1,Transit,2021,3.48412991,,0.132,,,,5696.00,0.92,1.02,,1028.3700000
17011,Kepler-1902 b,Kepler-1902,1,Transit,2021,3.82222009,,0.105,,,,3729.00,0.51,0.52,,344.3370000
17019,Kepler-1903 b,Kepler-1903,1,Transit,2021,17.06789970,,0.204,,,,6347.00,1.00,1.05,,1775.4400000
17023,Kepler-1904 b,Kepler-1904,1,Transit,2021,4.57702017,,0.124,,,,3805.00,0.50,0.53,,270.8540000
17032,Kepler-1905 b,Kepler-1905,1,Transit,2021,3.42392993,,0.129,,,,5788.00,1.01,1.04,,1051.5300000
17040,Kepler-1906 b,Kepler-1906,1,Transit,2021,7.36268997,,0.248,,,,5868.00,0.89,0.99,,1360.6300000
17044,Kepler-1907 b,Kepler-1907,1,Transit,2021,5.65245008,,0.078,,,,5159.00,0.80,0.75,,292.1110000
17051,Kepler-1907 c,Kepler-1907,1,Transit,2021,14.86390018,,0.103,,,,5159.00,0.80,0.75,,292.1110000
17058,Kepler-1909 b,Kepler-1909,1,Transit,2021,2.39160991,,0.097,,,,4935.00,0.69,0.66,,763.6620000
17062,Kepler-191 b,Kepler-191,1,Transit,2014,9.93963200,0.087000,0.120,,,,5282.00,0.79,,,594.4640000
17076,Kepler-191 c,Kepler-191,1,Transit,2014,17.73850600,0.128000,0.166,,,,5282.00,0.79,,,594.4640000
17089,Kepler-191 d,Kepler-191,1,Transit,2016,5.94504102,,0.203,,,,5215.00,0.80,0.84,,594.4640000
17095,Kepler-1910 b,Kepler-1910,1,Transit,2021,5.68876982,,0.106,,,,4234.00,0.64,0.64,,
17098,Kepler-1911 b,Kepler-1911,1,Transit,2021,5.99079990,,0.090,,,,5721.00,0.97,0.95,,269.9120000
17105,Kepler-1912 b,Kepler-1912,1,Transit,2021,6.05921984,,0.121,,,,5734.00,0.96,0.98,,297.0170000
17113,Kepler-1913 b,Kepler-1913,1,Transit,2021,14.19600010,,0.135,,,,6214.00,1.08,1.17,,876.3000000
17120,Kepler-1914 b,Kepler-1914,1,Transit,2021,30.82789993,,0.263,,,,5982.00,0.96,1.05,,1621.5600000
17129,Kepler-1915 b,Kepler-1915,1,Transit,2021,13.83539963,,0.287,,,,6020.00,1.06,1.03,,1514.6600000
17134,Kepler-1916 b,Kepler-1916,1,Transit,2021,31.25429916,,0.234,,,,6246.00,1.09,1.18,,2055.8200000
17137,Kepler-1917 b,Kepler-1917,1,Transit,2021,12.90240002,,0.169,,,,5530.00,0.79,0.88,,909.0370000
17147,Kepler-1918 b,Kepler-1918,1,Transit,2021,47.05640030,,0.205,,,,5889.00,0.92,0.97,,1030.1100000
17155,Kepler-1919 b,Kepler-1919,1,Transit,2021,37.88660049,,0.234,,,,5513.00,0.82,0.87,,1177.5300000
17163,Kepler-192 b,Kepler-192,1,Transit,2014,9.92674600,0.090000,0.244,,,,5479.00,1.01,,,651.6740000
17176,Kepler-192 c,Kepler-192,1,Transit,2014,21.22340000,0.150000,0.249,,,,5479.00,1.01,,,651.6740000
17184,Kepler-192 d,Kepler-192,1,Transit,2016,6.47027579,,0.091,,,,5487.00,0.94,0.94,,651.6740000
17193,Kepler-1920 b,Kepler-1920,1,Transit,2021,30.25410080,,0.264,,,,6277.00,1.16,1.24,,885.9130000
17199,Kepler-1921 b,Kepler-1921,1,Transit,2021,20.03479958,,0.258,,,,6120.00,2.00,1.25,,928.9890000
17205,Kepler-1921 c,Kepler-1921,1,Transit,2023,3.15722086,0.045400,,,1791,,6120.00,2.00,1.25,,928.9890000
17212,Kepler-1922 b,Kepler-1922,1,Transit,2021,13.22259998,,0.204,,,,5931.00,0.86,0.95,,1344.2900000
17219,Kepler-1923 b,Kepler-1923,1,Transit,2021,52.60969925,,0.175,,,,5881.00,1.29,1.11,,990.8380000
17224,Kepler-1924 b,Kepler-1924,1,Transit,2021,15.33170033,,0.237,,,,5726.00,1.28,1.02,,1910.7700000
17233,Kepler-1925 b,Kepler-1925,1,Transit,2021,46.71640015,,0.268,,,,5856.00,1.09,1.06,,1771.3100000
17240,Kepler-1926 b,Kepler-1926,1,Transit,2021,42.87770081,,0.207,,,,5256.00,0.83,0.77,,667.4050000
17244,Kepler-1927 b,Kepler-1927,1,Transit,2021,73.75039673,,0.304,,,,6056.00,2.48,1.41,,1091.0000000
17252,Kepler-1928 b,Kepler-1928,1,Transit,2021,19.57783000,0.194000,0.178,,,,5720.00,0.92,1.01,-0.092,326.3620000
17259,Kepler-1929 b,Kepler-1929,1,Transit,2021,59.36249924,,0.274,,,,5786.00,1.47,1.01,,508.2010000
17266,Kepler-193 b,Kepler-193,1,Transit,2014,11.38848000,0.106000,0.213,,,,6335.00,1.15,,,1009.1000000
17283,Kepler-193 c,Kepler-193,1,Transit,2014,50.69749400,0.286000,0.245,,,,6335.00,1.15,,,1009.1000000
17289,Kepler-1930 b,Kepler-1930,1,Transit,2021,13.02680016,,0.136,,,,5083.00,0.84,0.84,,275.6940000
17295,Kepler-1931 b,Kepler-1931,1,Transit,2021,38.57609940,,0.237,,,,6167.00,1.22,1.17,,620.0910000
17303,Kepler-1932 b,Kepler-1932,1,Transit,2021,0.52417702,,0.135,,,,5278.00,0.81,0.91,,713.7330000
17309,Kepler-1933 b,Kepler-1933,1,Transit,2021,4.94329023,,0.105,,,,5661.00,1.01,0.96,,328.0070000
17311,Kepler-1934 b,Kepler-1934,1,Transit,2021,1.41975999,,0.081,,,,5925.00,1.03,0.97,,428.5140000
17317,Kepler-1935 b,Kepler-1935,1,Transit,2021,3.95140004,,0.223,,,,5570.00,0.90,0.84,,904.7020000
17327,Kepler-1936 b,Kepler-1936,1,Transit,2021,126.55699920,,0.282,,,,6501.00,1.85,1.42,,871.0960000
17336,Kepler-1937 b,Kepler-1937,1,Transit,2021,9.68859959,,0.270,,,,6457.00,1.20,1.19,,905.0690000
17340,Kepler-1938 b,Kepler-1938,1,Transit,2021,13.06260014,,0.163,,,,4522.00,0.66,0.65,,421.1520000
17346,Kepler-1939 b,Kepler-1939,1,Transit,2021,2.79065990,,0.104,,,,4353.00,0.60,0.65,,189.8330000
17356,Kepler-194 b,Kepler-194,1,Transit,2014,2.09228100,0.032000,0.135,,,,6089.00,1.02,,,1097.9700000
17367,Kepler-194 c,Kepler-194,1,Transit,2014,17.30803200,0.131000,0.231,,,,6089.00,1.02,,,1097.9700000
17376,Kepler-194 d,Kepler-194,1,Transit,2014,52.81497300,0.275000,0.214,,,,6089.00,1.02,,,1097.9700000
17385,Kepler-1940 b,Kepler-1940,1,Transit,2021,4.95061016,,0.138,,,,5431.00,0.72,0.80,,798.5950000
17392,Kepler-1941 b,Kepler-1941,1,Transit,2021,31.33510017,,0.236,,,,6404.00,1.14,1.18,,1494.3900000
17395,Kepler-1942 b,Kepler-1942,1,Transit,2021,4.62604999,,0.189,,,,5834.00,0.80,0.85,,842.4920000
17403,Kepler-1943 b,Kepler-1943,1,Transit,2021,4.85018015,,0.138,,,,6032.00,0.97,1.05,,1004.5500000
17412,Kepler-1944 b,Kepler-1944,1,Transit,2021,9.84257984,,0.246,,,,5585.00,0.97,1.06,,1076.4800000
17415,Kepler-1945 b,Kepler-1945,1,Transit,2021,6.08003998,,0.115,,,,4991.00,0.80,0.77,,
17421,Kepler-1946 b,Kepler-1946,1,Transit,2021,3.03519010,,0.222,,,,5505.00,0.87,0.89,,1002.1200000
17425,Kepler-1947 b,Kepler-1947,1,Transit,2021,6.96363020,,0.090,,,,6040.00,1.69,0.98,,468.7710000
17436,Kepler-1948 b,Kepler-1948,1,Transit,2021,15.57129955,,0.092,,,,3872.00,0.56,0.58,,193.9030000
17442,Kepler-1949 b,Kepler-1949,1,Transit,2021,2.20828009,,0.198,,,,6028.00,1.45,1.19,,2617.3500000
17443,Kepler-195 b,Kepler-195,1,Transit,2014,8.30787200,0.077000,0.181,,,,5329.00,0.78,,,652.0510000
17463,Kepler-195 c,Kepler-195,1,Transit,2014,34.09686300,0.197000,0.138,,,,5329.00,0.78,,,652.0510000
17467,Kepler-1950 b,Kepler-1950,1,Transit,2021,10.77690029,,0.136,,,,5455.00,0.85,0.76,,697.2530000
17474,Kepler-1951 b,Kepler-1951,1,Transit,2021,20.65780067,,0.207,,,,5468.00,1.31,0.92,,1277.3200000
17478,Kepler-1952 b,Kepler-1952,1,Transit,2021,27.21080017,,0.111,,,,5973.00,1.30,0.92,,852.0620000
17487,Kepler-1953 b,Kepler-1953,1,Transit,2021,6.24565983,,0.115,,,,4858.00,0.71,0.79,,605.6310000
17492,Kepler-1954 b,Kepler-1954,1,Transit,2021,5.88343000,,0.161,,,,5840.00,0.85,0.94,,1373.8300000
17498,Kepler-1955 b,Kepler-1955,1,Transit,2021,14.26519966,,0.104,,,,5825.00,1.29,1.05,,449.3510000
17502,Kepler-1956 b,Kepler-1956,1,Transit,2021,5.94371986,,0.097,,,,4391.00,0.68,0.67,,360.4680000
17507,Kepler-1957 b,Kepler-1957,1,Transit,2021,2.18662000,,0.084,,,,4904.00,0.77,0.74,,460.8990000
17518,Kepler-1958 b,Kepler-1958,1,Transit,2021,9.32861996,,0.183,,,,5749.00,0.86,0.96,,1320.3800000
17523,Kepler-1959 b,Kepler-1959,1,Transit,2021,6.38669014,,0.102,,,,5071.00,0.81,0.77,,479.2630000
17530,Kepler-196 b,Kepler-196,1,Transit,2014,20.73988600,0.138000,0.170,,,,5128.00,0.78,,,451.3120000
17544,Kepler-196 c,Kepler-196,1,Transit,2014,47.42773700,0.240000,0.200,,,,5128.00,0.78,,,451.3120000
17549,Kepler-196 d,Kepler-196,1,Transit,2021,122.08000180,,0.237,,,,5132.00,0.77,0.81,,451.3120000
17557,Kepler-1960 b,Kepler-1960,1,Transit,2021,2.29794002,,0.117,,,,6371.00,1.07,1.12,,1527.5600000
17565,Kepler-1961 b,Kepler-1961,1,Transit,2021,5.60471010,,0.144,,,,5401.00,0.78,0.87,,1042.4500000
17567,Kepler-1962 b,Kepler-1962,1,Transit,2021,7.99145985,,0.108,,,,5700.00,1.01,1.00,,866.8260000
17575,Kepler-1963 b,Kepler-1963,1,Transit,2021,1.96226001,,0.066,,,,5726.00,0.98,0.92,,492.8470000
17581,Kepler-1964 b,Kepler-1964,1,Transit,2021,2.44082999,,0.159,,,,4803.00,0.70,0.75,,
17587,Kepler-1965 b,Kepler-1965,1,Transit,2021,41.86869812,,0.121,,,,5852.00,0.84,0.93,,521.7910000
17596,Kepler-1966 b,Kepler-1966,1,Transit,2021,8.61742973,,0.099,,,,5009.00,0.84,0.80,,484.6010000
17598,Kepler-1967 b,Kepler-1967,1,Transit,2021,7.28169012,,0.065,,,,4970.00,1.81,1.00,,249.1020000
17608,Kepler-1968 b,Kepler-1968,1,Transit,2021,7.28109980,,0.134,,,,5008.00,0.79,0.84,,750.9300000
17610,Kepler-1969 b,Kepler-1969,1,Transit,2021,6.64752007,,0.150,,,,6046.00,1.01,1.11,,1204.5400000
17615,Kepler-197 b,Kepler-197,1,Transit,2014,5.59930800,0.060000,0.091,,,,6004.00,1.12,,,330.5750000
17636,Kepler-197 c,Kepler-197,1,Transit,2014,10.34969500,0.090000,0.110,,,,6004.00,1.12,,,330.5750000
17647,Kepler-197 d,Kepler-197,1,Transit,2014,15.67756300,0.119000,0.109,,,,6004.00,1.12,,,330.5750000
17662,Kepler-197 e,Kepler-197,1,Transit,2014,25.20971500,0.164000,0.081,,,,6004.00,1.12,,,330.5750000
17665,Kepler-1972 b,Kepler-1972,1,Transit,2014,7.54425000,,0.072,0.00636,,,5818.00,1.38,1.12,0.294,287.3390000
17670,Kepler-1972 c,Kepler-1972,1,Transit,2014,11.32950000,,0.077,0.00664,,,5818.00,1.38,1.12,0.294,287.3390000
17676,Kepler-1976 b,Kepler-1976,1,Transit Timing Variations,2023,4.95931924,0.056500,,,1103,,5712.00,1.08,0.98,,1314.5100000
17686,Kepler-1977 b,Kepler-1977,1,Transit,2023,4.53702121,0.048600,,,798,,4805.00,0.69,0.77,,592.7110000
17695,Kepler-1978 b,Kepler-1978,1,Transit,2023,10.84969477,0.091400,,,676,,5251.00,0.78,0.87,,865.5120000
17700,Kepler-1979 b,Kepler-1979,1,Transit,2023,18.50845260,0.138300,,,683,,5942.00,0.94,1.03,,1076.2700000
17715,Kepler-198 b,Kepler-198,1,Transit,2014,17.79003700,0.131000,0.252,,,,5574.00,0.94,,,495.3580000
17724,Kepler-198 c,Kepler-198,1,Transit,2014,49.56741600,0.259000,0.220,,,,5574.00,0.94,,,495.3580000
17735,Kepler-198 d,Kepler-198,1,Transit,2016,1.31184443,,0.136,,,,5636.00,0.93,0.97,,495.3580000
17742,Kepler-1980 b,Kepler-1980,1,Transit,2023,33.02571790,0.204900,,,564,,5819.00,0.99,1.05,,1709.4000000
17748,Kepler-1981 b,Kepler-1981,1,Transit,2023,453.54212000,1.329200,,,390,,5874.00,3.01,1.52,,659.3950000
17751,Kepler-1982 b,Kepler-1982,1,Transit,2023,3.82315697,0.051100,,,1282,,6202.00,1.12,1.21,,558.8550000
17760,Kepler-1983 b,Kepler-1983,1,Transit,2023,7.32851947,0.068900,,,807,,5135.00,0.87,0.81,,424.4280000
17766,Kepler-1984 b,Kepler-1984,1,Transit,2023,1.99281234,0.023800,,,675,,3638.00,0.42,0.45,,
17773,Kepler-1985 b,Kepler-1985,1,Transit,2023,3.42064689,0.042600,,,1129,,5370.00,0.97,0.88,,
17776,Kepler-1986 b,Kepler-1986,1,Transit,2023,19.54896660,0.130700,,,579,,5549.00,0.73,0.78,,912.0850000
17783,Kepler-1987 b,Kepler-1987,1,Transit,2023,2.34586300,0.031800,,,997,,4769.00,0.71,0.80,,595.6830000
17793,Kepler-1987 c,Kepler-1987,1,Transit,2023,3.64830183,0.042700,,,860,,4769.00,0.71,0.80,,595.6830000
17796,Kepler-1987 d,Kepler-1987,1,Transit,2023,5.64491415,0.057100,,,744,,4769.00,0.71,0.80,,595.6830000
17807,Kepler-1987 e,Kepler-1987,1,Transit,2023,8.74292005,0.076500,,,643,,4769.00,0.71,0.80,,595.6830000
17814,Kepler-1988 b,Kepler-1988,1,Transit,2023,11.49500229,0.103800,,,1105,,6033.00,1.79,1.13,,513.4260000
17818,Kepler-1989 b,Kepler-1989,1,Transit,2023,10.16102353,0.091800,,,904,,6032.00,1.06,1.00,,1252.1300000
17826,Kepler-199 b,Kepler-199,1,Transit,2014,23.63760400,0.158000,0.277,,,,5644.00,0.97,,,521.0540000
17846,Kepler-199 c,Kepler-199,1,Transit,2014,67.09340800,0.316000,0.290,,,,5644.00,0.97,,,521.0540000
17850,Kepler-1990 b,Kepler-1990,1,Transit,2023,1.73513619,0.028600,,,1554,,5751.00,1.07,1.03,,392.7390000
17856,Kepler-1990 c,Kepler-1990,1,Transit,2023,4.06844957,0.050400,,,1170,,5751.00,1.07,1.03,,392.7390000
17868,Kepler-1991 b,Kepler-1991,1,Transit,2023,13.26079792,0.106500,,,760,,5478.00,1.05,0.91,,855.8200000
17873,Kepler-1991 c,Kepler-1991,1,Transit,2023,22.79020351,0.152800,,,634,,5478.00,1.05,0.91,,855.8200000
17878,Kepler-1992 b,Kepler-1992,1,Transit,2023,15.61122380,0.116900,,,637,,5383.00,0.84,0.87,,532.9550000
17889,Kepler-1993 b,Kepler-1993,1,Transit,2023,26.65657370,0.194300,,,903,,5159.00,3.06,1.37,,1031.9100000
17891,Kepler-1994 b,Kepler-1994,1,Transit,2023,4.61225043,0.053000,,,1032,,5495.00,0.96,0.93,,241.9910000
17903,Kepler-1995 b,Kepler-1995,1,Transit,2023,73.75788750,0.325900,,,375,,5029.00,0.93,0.85,,595.3310000
17912,Kepler-1996 b,Kepler-1996,1,Transit,2023,32.37618300,0.178900,,,392,,4580.00,0.68,0.75,,440.5610000
17920,Kepler-1996 c,Kepler-1996,1,Transit,2023,92.72972480,0.360800,,,276,,4580.00,0.68,0.75,,440.5610000
17927,Kepler-1997 b,Kepler-1997,1,Transit,2023,26.75758660,0.181500,,,660,,6215.00,1.05,1.11,,1502.3400000
17933,Kepler-1998 b,Kepler-1998,1,Transit,2023,3.03267135,0.040500,,,1187,,5640.00,0.92,0.96,,340.9650000
17938,Kepler-1999 b,Kepler-1999,1,Transit,2023,8.73967580,0.071300,,,577,,4406.00,0.63,0.63,,701.2550000
17943,Kepler-20 b,Kepler-20,1,Transit,2011,3.69610490,0.045650,0.158,0.03052,1187,,5495.00,0.92,0.93,,282.5630000
17961,Kepler-20 c,Kepler-20,1,Transit,2011,10.85407740,0.093600,0.258,0.03492,828,,5495.00,0.92,0.93,,282.5630000
17975,Kepler-20 d,Kepler-20,1,Transit,2011,77.61145500,0.347400,0.232,0.04216,430,,5495.00,0.92,0.93,,282.5630000
17985,Kepler-20 e,Kepler-20,1,Transit,2011,6.09848820,0.063700,0.073,0.00239,1004,,5495.00,0.92,0.93,,282.5630000
17993,Kepler-20 f,Kepler-20,1,Transit,2011,19.57832800,0.138700,0.085,0.00440,681,,5495.00,0.92,0.93,,282.5630000
18004,Kepler-20 g,Kepler-20,1,Radial Velocity,2016,34.94000000,0.205500,,,524,,5495.00,0.96,0.95,,282.5630000
18011,Kepler-200 b,Kepler-200,1,Transit,2014,8.59480500,0.080000,0.190,,,,5678.00,0.94,,,665.9120000
18017,Kepler-200 c,Kepler-200,1,Transit,2014,10.22215700,0.090000,0.142,,,,5678.00,0.94,,,665.9120000
18032,Kepler-2000 b,Kepler-2000,1,Transit,2023,6.38315913,0.056200,,,530,,3757.00,0.58,0.58,,320.5880000
18040,Kepler-2000 c,Kepler-2000,1,Transit,2023,20.61803480,0.122800,,,359,,3757.00,0.58,0.58,,320.5880000
18043,Kepler-2001 b,Kepler-2001,1,Transit,2023,1.09001100,0.019700,,,1402,,5081.00,0.77,0.86,,776.5500000
18051,Kepler-2001 c,Kepler-2001,1,Transit,2023,14.09258319,0.108400,,,597,,5081.00,0.77,0.86,,776.5500000
18066,Kepler-201 b,Kepler-201,1,Transit,2014,25.67208300,0.175000,0.219,,,,6065.00,1.23,,,636.4450000
18070,Kepler-201 c,Kepler-201,1,Transit,2014,151.88405800,0.573000,0.254,,,,6065.00,1.23,,,636.4450000
18078,Kepler-202 b,Kepler-202,1,Transit,2014,4.06942700,0.045000,0.145,,,,4668.00,0.67,,,285.1110000
18092,Kepler-202 c,Kepler-202,1,Transit,2014,16.28249300,0.113000,0.165,,,,4668.00,0.67,,,285.1110000
18110,Kepler-203 b,Kepler-203,1,Transit,2014,3.16269700,0.043000,0.229,,,,5821.00,1.11,,,703.3020000
18119,Kepler-203 c,Kepler-203,1,Transit,2014,5.37064700,0.061000,0.220,,,,5821.00,1.11,,,703.3020000
18125,Kepler-203 d,Kepler-203,1,Transit,2014,11.32972000,0.100000,0.128,,,,5821.00,1.11,,,703.3020000
18145,Kepler-204 b,Kepler-204,1,Transit,2014,14.40097400,0.117000,0.226,,,,5812.00,1.24,,,686.7230000
18146,Kepler-204 c,Kepler-204,1,Transit,2014,25.66059300,0.173000,0.160,,,,5812.00,1.24,,,686.7230000
18165,Kepler-205 b,Kepler-205,1,Transit,2014,2.75564000,0.032000,0.135,,,,4321.00,0.55,,,159.7200000
18178,Kepler-205 c,Kepler-205,1,Transit,2014,20.30654600,0.122000,0.146,,,,4321.00,0.55,,,159.7200000
18188,Kepler-206 b,Kepler-206,1,Transit,2014,7.78198700,0.078000,0.107,,,,5764.00,1.19,,,594.4470000
18193,Kepler-206 c,Kepler-206,1,Transit,2014,13.13747100,0.111000,0.158,,,,5764.00,1.19,,,594.4470000
18210,Kepler-206 d,Kepler-206,1,Transit,2014,23.44281000,0.163000,0.106,,,,5764.00,1.19,,,594.4470000
18221,Kepler-207 b,Kepler-207,1,Transit,2014,1.61186500,0.029000,0.140,,,,5920.00,1.59,,,875.5190000
18233,Kepler-207 c,Kepler-207,1,Transit,2014,3.07157100,0.044000,0.134,,,,5920.00,1.59,,,875.5190000
18236,Kepler-207 d,Kepler-207,1,Transit,2014,5.86807500,0.068000,0.295,,,,5920.00,1.59,,,875.5190000
18253,Kepler-208 b,Kepler-208,1,Transit,2014,4.22864000,0.054000,0.145,,,,6092.00,1.31,,,775.3280000
18263,Kepler-208 c,Kepler-208,1,Transit,2014,7.46662300,0.079000,0.124,,,,6092.00,1.31,,,775.3280000
18271,Kepler-208 d,Kepler-208,1,Transit,2014,11.13178600,0.103000,0.107,,,,6092.00,1.31,,,775.3280000
18279,Kepler-208 e,Kepler-208,1,Transit,2014,16.25945800,0.132000,0.132,,,,6092.00,1.31,,,775.3280000
18296,Kepler-209 b,Kepler-209,1,Transit,2014,16.08784500,0.122000,0.202,,,,5513.00,0.94,,,576.9460000
18301,Kepler-209 c,Kepler-209,1,Transit,2014,41.74988200,0.231000,0.277,,,,5513.00,0.94,,,576.9460000
18315,Kepler-21 b,Kepler-21,1,Transit,2012,2.78582120,0.043400,0.146,0.02360,2015,,6305.00,1.90,1.41,,108.5220000
18329,Kepler-210 b,Kepler-210,1,Transit,2014,2.45323400,0.032000,0.262,,,,4559.00,0.65,,,232.7500000
18341,Kepler-210 c,Kepler-210,1,Transit,2014,7.97251300,0.070000,0.323,,,,4559.00,0.65,,,232.7500000
18359,Kepler-211 b,Kepler-211,1,Transit,2014,4.13857500,0.048000,0.112,,,,5123.00,0.82,,,309.3530000
18370,Kepler-211 c,Kepler-211,1,Transit,2014,6.04045000,0.062000,0.115,,,,5123.00,0.82,,,309.3530000
18380,Kepler-212 b,Kepler-212,1,Transit,2014,16.25758200,0.133000,0.097,,,,5852.00,1.46,,,687.1940000
18383,Kepler-212 c,Kepler-212,1,Transit,2014,31.80517400,0.207000,0.244,,,,5852.00,1.46,,,687.1940000
18403,Kepler-213 b,Kepler-213,1,Transit,2014,2.46236000,0.036000,0.145,,,,5696.00,1.20,,,634.9390000
18407,Kepler-213 c,Kepler-213,1,Transit,2014,4.82296200,0.057000,0.209,,,,5696.00,1.20,,,634.9390000
18418,Kepler-214 b,Kepler-214,1,Transit,2014,15.66054400,0.130000,0.233,,,,6169.00,1.35,,,1208.4400000
18430,Kepler-214 c,Kepler-214,1,Transit,2014,28.77980000,0.194000,0.190,,,,6169.00,1.35,,,1208.4400000
18444,Kepler-215 b,Kepler-215,1,Transit,2014,9.36067200,0.084000,0.145,,,,5739.00,1.03,,,485.9970000
18456,Kepler-215 c,Kepler-215,1,Transit,2014,14.66710800,0.113000,0.158,,,,5739.00,1.03,,,485.9970000
18461,Kepler-215 d,Kepler-215,1,Transit,2014,30.86442300,0.185000,0.213,,,,5739.00,1.03,,,485.9970000
18478,Kepler-215 e,Kepler-215,1,Transit,2014,68.16101000,0.314000,0.156,,,,5739.00,1.03,,,485.9970000
18489,Kepler-216 b,Kepler-216,1,Transit,2014,7.69364100,0.079000,0.210,,,,6091.00,1.26,,,1187.4700000
18500,Kepler-216 c,Kepler-216,1,Transit,2014,17.40666900,0.136000,0.271,,,,6091.00,1.26,,,1187.4700000
18511,Kepler-217 b,Kepler-217,1,Transit,2014,5.37494300,0.065000,0.199,,,,6171.00,1.80,,,1104.6400000
18521,Kepler-217 c,Kepler-217,1,Transit,2014,8.58600400,0.089000,0.165,,,,6171.00,1.80,,,1104.6400000
18533,Kepler-217 d,Kepler-217,1,Transit,2016,3.88689525,,0.118,,,,6341.00,1.76,1.37,,1104.6400000
18537,Kepler-218 b,Kepler-218,1,Transit,2014,3.61933700,0.046000,0.132,,,,5502.00,1.06,,,656.3800000
18553,Kepler-218 c,Kepler-218,1,Transit,2014,44.69957600,0.248000,0.280,,,,5502.00,1.06,,,656.3800000
18562,Kepler-218 d,Kepler-218,1,Transit,2016,124.52446470,,0.237,,,,5542.00,1.02,1.01,,656.3800000
18565,Kepler-219 b,Kepler-219,1,Transit,2014,4.58551200,0.057000,0.263,,,,5786.00,1.49,,,787.0700000
18582,Kepler-219 c,Kepler-219,1,Transit,2014,22.71461300,0.165000,0.319,,,,5786.00,1.49,,,787.0700000
18594,Kepler-219 d,Kepler-219,1,Transit,2014,47.90364500,0.272000,0.251,,,,5786.00,1.49,,,787.0700000
18609,Kepler-22 b,Kepler-22,1,Transit,2011,289.86387600,0.812000,0.187,0.02863,279,,5596.00,0.87,0.86,,194.6420000
18614,Kepler-220 b,Kepler-220,1,Transit,2014,4.15980700,0.046000,0.072,,,,4632.00,0.67,,,171.1090000
18634,Kepler-220 c,Kepler-220,1,Transit,2014,9.03419900,0.076000,0.140,,,,4632.00,0.67,,,171.1090000
18636,Kepler-220 d,Kepler-220,1,Transit,2014,28.12239700,0.163000,0.087,,,,4632.00,0.67,,,171.1090000
18648,Kepler-220 e,Kepler-220,1,Transit,2014,45.90273300,0.226000,0.119,,,,4632.00,0.67,,,171.1090000
18659,Kepler-221 b,Kepler-221,1,Transit,2014,2.79590600,0.037000,0.153,,,,5243.00,0.82,,,385.2310000
18673,Kepler-221 c,Kepler-221,1,Transit,2014,5.69058600,0.059000,0.261,,,,5243.00,0.82,,,385.2310000
18684,Kepler-221 d,Kepler-221,1,Transit,2014,10.04156000,0.087000,0.244,,,,5243.00,0.82,,,385.2310000
18700,Kepler-221 e,Kepler-221,1,Transit,2014,18.36991700,0.130000,0.235,,,,5243.00,0.82,,,385.2310000
18713,Kepler-222 b,Kepler-222,1,Transit,2014,3.93698100,0.048000,0.282,,,,5433.00,0.87,,,758.8540000
18721,Kepler-222 c,Kepler-222,1,Transit,2014,10.08881000,0.091000,0.414,,,,5433.00,0.87,,,758.8540000
18735,Kepler-222 d,Kepler-222,1,Transit,2014,28.08191200,0.180000,0.329,,,,5433.00,0.87,,,758.8540000
18749,Kepler-223 b,Kepler-223,1,Transit,2014,7.38449000,,0.267,0.02328,,,,1.72,1.12,,1859.7100000
18751,Kepler-223 c,Kepler-223,1,Transit,2014,9.84564000,,0.307,0.01605,,,,1.72,1.12,,1859.7100000
18774,Kepler-223 d,Kepler-223,1,Transit,2014,14.78869000,,0.467,0.02517,,,,1.72,1.12,,1859.7100000
18780,Kepler-223 e,Kepler-223,1,Transit,2014,19.72567000,,0.410,0.01510,,,,1.72,1.12,,1859.7100000
18793,Kepler-224 b,Kepler-224,1,Transit,2014,3.13292400,0.038000,0.124,,,,5018.00,0.68,,,782.0880000
18806,Kepler-224 c,Kepler-224,1,Transit,2014,5.92500300,0.058000,0.278,,,,5018.00,0.68,,,782.0880000
18812,Kepler-224 d,Kepler-224,1,Transit,2014,11.34939300,0.089000,0.205,,,,5018.00,0.68,,,782.0880000
18824,Kepler-224 e,Kepler-224,1,Transit,2014,18.64357700,0.124000,0.176,,,,5018.00,0.68,,,782.0880000
18837,Kepler-225 b,Kepler-225,1,Transit,2014,6.73897500,0.056000,0.107,,,,3682.00,0.48,,,561.1010000
18850,Kepler-225 c,Kepler-225,1,Transit,2014,18.79423400,0.111000,0.164,,,,3682.00,0.48,,,561.1010000
18862,Kepler-226 b,Kepler-226,1,Transit,2014,3.94099700,0.047000,0.138,,,,5571.00,0.80,,,980.1380000
18869,Kepler-226 c,Kepler-226,1,Transit,2014,5.34955500,0.058000,0.203,,,,5571.00,0.80,,,980.1380000
18884,Kepler-226 d,Kepler-226,1,Transit,2014,8.10904400,0.076000,0.109,,,,5571.00,0.80,,,980.1380000
18896,Kepler-227 b,Kepler-227,1,Transit,2014,9.48801500,0.090000,0.277,,,,5854.00,1.09,,,1083.0600000
